node_id,lon,lat,risk
1,-122.90322580645162,47.064516129032256,1e-10
2,-122.90322580645162,47.12903225806452,1e-10
3,-122.90322580645162,47.19354838709678,1e-10
4,-122.83870967741937,47.19354838709678,1e-10
5,-122.70967741935483,47.19354838709678,0.010903924187754356
6,-122.64516129032259,47.19354838709678,0.012260369238313251
7,-122.83870967741937,47.25806451612903,1e-10
8,-122.70967741935483,47.25806451612903,0.010903924187754356
9,-122.64516129032259,47.25806451612903,0.012260369238313251
10,-122.58064516129032,47.25806451612903,0.013886909483213365
11,-122.83870967741937,47.32258064516129,1e-10
12,-122.70967741935483,47.32258064516129,0.010903924187754356
13,-122.51612903225808,47.32258064516129,0.015860415663531368
14,-122.45161290322581,47.32258064516129,0.015860415663531368
15,-122.96774193548389,47.38709677419355,1e-10
16,-122.45161290322581,47.38709677419355,0.018287229540915904
17,-123.09677419354837,47.45161290322581,0.014985591162047684
18,-122.51612903225808,47.45161290322581,0.02131786521563877
19,-122.38709677419357,47.45161290322581,0.02131786521563877
20,-123.03225806451613,47.516129032258064,0.017202846997248618
21,-122.45161290322581,47.516129032258064,0.025171054894696572
22,-122.38709677419357,47.516129032258064,0.025171054894696572
23,-122.96774193548389,47.58064516129032,0.01995123083704573
24,-122.64516129032259,47.58064516129032,0.030174617281448147
25,-122.58064516129032,47.58064516129032,0.030174617281448147
26,-122.45161290322581,47.58064516129032,0.030174617281448147
27,-122.90322580645162,47.64516129032258,0.023414986190699507
28,-122.83870967741937,47.645161290322584,0.02786576868975809
29,-122.58064516129032,47.645161290322584,0.03683812268503377
30,-122.45161290322581,47.645161290322584,0.03683812268503377
31,-122.83870967741937,47.70967741935483,0.02786576868975809
32,-122.7741935483871,47.70967741935484,0.03371758011460729
33,-122.51612903225808,47.70967741935484,0.04598924274979667
34,-122.45161290322581,47.70967741935484,0.04598924274979667
35,-122.38709677419357,47.70967741935484,0.04598924274979667
36,-122.64516129032259,47.70967741935485,0.03371758011460729
37,-122.83870967741937,47.774193548387096,0.02786576868975809
38,-122.70967741935483,47.774193548387096,0.041626642116799124
39,-122.45161290322581,47.7741935483871,0.059046935938788195
40,-122.64516129032259,47.83870967741935,0.05268371892907389
41,-122.58064516129032,47.83870967741935,0.06881138798899447
42,-122.45161290322581,47.83870967741935,0.07861545567803577
43,-122.38709677419357,47.83870967741935,0.07861545567803577
44,-122.51612903225808,47.903225806451616,0.09365994476279803
45,-122.45161290322581,47.903225806451616,0.09365994476279803
46,-122.38709677419357,47.903225806451616,0.09487512486078425
47,-122.3226,47.90323,0.08511067281057796
48,-122.5161,47.96774,0.13487032045842917
49,-122.4516,47.96774,0.09365994476279803
50,-122.2581,47.96774,0.10834876944499681
51,-122.64516129032259,47.96774193548388,0.13487032045842917
52,-122.58064516129032,47.96774193548388,0.13487032045842917
53,-122.3225806451613,47.96774193548388,0.11504324562427404
54,-122.83870967741937,48.03225806451612,0.1547385660308097
55,-122.64516129032259,48.03225806451613,0.21073487571629557
56,-122.3225806451613,48.03225806451613,0.1797123844192964
57,-122.25806451612905,48.03225806451613,0.10834876944499681
58,-122.5806,48.03226,0.21073487571629557
59,-122.7097,48.09677,0.28003806744247367
60,-122.5806,48.09677,0.2754040145113179
61,-122.3871,48.09677,0.37424580445528094
62,-122.3226,48.09677,0.1797123844192964
63,-123.03225806451613,48.096774193548384,0.07000951686061842
64,-122.96774193548389,48.096774193548384,0.09808076594392753
65,-122.90322580645162,48.096774193548384,0.14837534902109542
66,-122.7741935483871,48.096774193548384,0.26377839825972516
67,-122.64516129032259,48.096774193548384,0.3099706402561697
68,-122.45161290322581,48.096774193548384,0.3892902935400432
69,-122.5161,48.16129,0.41424100005292586
70,-122.3226,48.16129,0.1797123844192964
71,-123.35483870967742,48.16129032258064,0.022783858562017017
72,-123.29032258064515,48.16129032258064,0.027201645896659844
73,-123.22580645161288,48.16129032258064,0.03307454787209249
74,-122.7741935483871,48.16129032258064,0.5473091540879371
75,-123.87096774193549,48.16129032258065,0.008169720972446462
76,-123.80645161290325,48.16129032258065,0.009049312738670648
77,-123.74193548387098,48.16129032258065,0.010080378225725944
78,-123.6774193548387,48.16129032258065,0.011300143931412468
79,-123.61290322580645,48.16129032258065,0.012758127038296697
80,-123.54838709677419,48.16129032258065,0.014521392586570658
81,-123.48387096774194,48.16129032258065,0.016682657541255058
82,-123.41935483870967,48.16129032258065,0.019373165016010607
83,-123.09677419354837,48.16129032258065,0.052656179184166096
84,-123.03225806451613,48.16129032258065,0.07000951686061842
85,-122.96774193548389,48.16129032258065,0.09808076594392753
86,-122.90322580645162,48.16129032258065,0.14837534902109542
87,-122.83870967741937,48.16129032258065,0.2539743305706839
88,-122.70967741935483,48.16129032258065,0.5635688232706856
89,-122.45161290322581,48.16129032258065,1.3870427206632456
90,-122.38709677419357,48.16129032258065,0.37424580445528094
91,-123.6774193548387,48.2258064516129,0.011300143931412468
92,-124,48.225806451612904,0.0067576120757384004
93,-123.93548387096776,48.225806451612904,0.007413165704730042
94,-123.87096774193549,48.225806451612904,0.008169720972446462
95,-123.80645161290325,48.225806451612904,0.009049312738670648
96,-123.74193548387098,48.225806451612904,0.010080378225725944
97,-123.61290322580645,48.225806451612904,0.012758127038296697
98,-123.54838709677419,48.225806451612904,0.014521392586570658
99,-123.48387096774194,48.225806451612904,0.016682657541255058
100,-123.41935483870967,48.225806451612904,0.019373165016010607
101,-123.35483870967742,48.225806451612904,0.022783858562017017
102,-123.29032258064515,48.225806451612904,0.027201645896659844
103,-123.22580645161288,48.225806451612904,0.03307454787209249
104,-123.16129032258064,48.225806451612904,0.04113565842996275
105,-123.09677419354837,48.225806451612904,0.052656179184166096
106,-123.03225806451613,48.225806451612904,0.07000951686061842
107,-122.96774193548389,48.225806451612904,0.09808076594392753
108,-122.90322580645162,48.225806451612904,0.14837534902109542
109,-122.83870967741937,48.225806451612904,0.2539743305706839
110,-122.7741935483871,48.225806451612904,0.5473091540879371
111,-122.70967741935483,48.225806451612904,2.0783752355602814
112,-122.58064516129032,48.225806451612904,0.20452132555426494
113,-122.5161,48.22581,0.3892902935400432
114,-122.4516,48.22581,0.3892902935400432
115,-122.3871,48.22581,0.37424580445528094
116,-122.7097,48.29032,0.5375050863988958
117,-123.16129032258064,48.29032258064515,0.04113565842996275
118,-124,48.29032258064516,0.0067576120757384004
119,-123.93548387096776,48.29032258064516,0.007413165704730042
120,-123.87096774193549,48.29032258064516,0.008169720972446462
121,-123.80645161290325,48.29032258064516,0.009049312738670648
122,-123.74193548387098,48.29032258064516,0.010080378225725944
123,-123.6774193548387,48.29032258064516,0.011300143931412468
124,-123.61290322580645,48.29032258064516,0.012758127038296697
125,-123.54838709677419,48.29032258064516,0.014521392586570658
126,-123.48387096774194,48.29032258064516,0.016682657541255058
127,-123.41935483870967,48.29032258064516,0.019373165016010607
128,-123.35483870967742,48.29032258064516,0.022783858562017017
129,-123.29032258064515,48.29032258064516,0.027201645896659844
130,-123.22580645161288,48.29032258064516,0.03307454787209249
131,-123.09677419354837,48.29032258064516,0.052656179184166096
132,-123.03225806451613,48.29032258064516,0.07000951686061842
133,-122.96774193548389,48.29032258064516,0.09808076594392753
134,-122.90322580645162,48.29032258064516,0.14837534902109542
135,-122.7741935483871,48.29032258064516,0.5375050863988958
136,-122.51612903225808,48.29032258064516,0.20452132555426494
137,-122.45161290322581,48.29032258064516,0.20452132555426494
138,-122.38709677419357,48.29032258064516,0.1894768364695027
139,-123.87096774193549,48.354838709677416,0.008169720972446462
140,-123.80645161290325,48.354838709677416,0.009049312738670648
141,-123.35483870967742,48.354838709677416,0.022783858562017017
142,-123.29032258064515,48.354838709677416,0.027201645896659844
143,-123.22580645161288,48.354838709677416,0.03307454787209249
144,-123.16129032258064,48.354838709677416,0.04113565842996275
145,-123.09677419354837,48.354838709677416,0.052656179184166096
146,-123.03225806451613,48.354838709677416,0.07000951686061842
147,-122.96774193548389,48.354838709677416,0.09808076594392753
148,-122.90322580645162,48.354838709677416,0.14401274838809788
149,-122.83870967741937,48.354838709677416,0.2476111135609696
150,-122.7741935483871,48.354838709677416,0.2476111135609696
151,-122.70967741935483,48.354838709677416,0.2539743305706839
152,-122.51612903225808,48.354838709677416,0.16480289327212522
153,-124,48.35483870967742,0.0067576120757384004
154,-123.93548387096776,48.35483870967742,0.007413165704730042
155,-123.48387096774194,48.35483870967742,0.016682657541255058
156,-123.41935483870967,48.35483870967742,0.019373165016010607
157,-122.6452,48.35484,0.26377839825972516
158,-122.6452,48.41935,0.164542633719851
159,-122.7741935483871,48.41935483870967,0.14837534902109542
160,-123.41935483870967,48.41935483870968,0.019373165016010607
161,-123.29032258064515,48.41935483870968,0.027201645896659844
162,-123.22580645161288,48.41935483870968,0.03307454787209249
163,-123.16129032258064,48.41935483870968,0.04113565842996275
164,-123.09677419354837,48.41935483870968,0.052656179184166096
165,-123.03225806451613,48.41935483870968,0.07000951686061842
166,-122.96774193548389,48.41935483870968,0.09496022337350106
167,-122.90322580645162,48.41935483870968,0.14401274838809788
168,-122.70967741935483,48.41935483870968,0.1547385660308097
169,-122.58064516129032,48.41935483870968,0.1808023029025995
170,-122.6452,48.48387,0.11861065127568067
171,-123.29032258064515,48.483870967741936,0.027201645896659844
172,-123.22580645161288,48.483870967741936,0.03307454787209249
173,-123.16129032258064,48.483870967741936,0.04113565842996275
174,-122.96774193548389,48.483870967741936,0.09496022337350106
175,-122.83870967741937,48.483870967741936,0.09808076594392753
176,-122.7741935483871,48.483870967741936,0.10244336657692507
177,-122.70967741935483,48.483870967741936,0.10880658358663937
178,-122.51612903225808,48.483870967741936,0.11861065127568067
179,-123.29032258064515,48.548387096774185,0.027201645896659844
180,-123.22580645161288,48.54838709677419,0.03307454787209249
181,-122.96774193548389,48.54838709677419,0.06770066826892836
182,-122.83870967741937,48.54838709677419,0.07313005943104489
183,-122.7741935483871,48.54838709677419,0.07749266006404243
184,-122.58064516129032,48.54838709677419,0.08385587707375673
185,-122.51612903225808,48.54838709677419,0.08385587707375673
186,-122.6452,48.54839,0.08385587707375673
187,-123.16129032258064,48.61290322580644,0.031990165328425205
188,-123.03225806451613,48.61290322580644,0.05090011048016903
189,-122.58064516129032,48.61290322580644,0.06244817097928017
190,-123.48387096774194,48.61290322580645,0.012758127038296697
191,-123.22580645161288,48.61290322580645,0.027201645896659844
192,-123.09677419354837,48.61290322580645,0.039769024051369714
193,-122.96774193548389,48.61290322580645,0.052656179184166096
194,-122.83870967741937,48.61290322580645,0.05808557034628263
195,-122.7741935483871,48.61290322580645,0.05808557034628263
196,-122.70967741935483,48.61290322580645,0.06244817097928017
197,-122.64516129032259,48.61290322580645,0.06244817097928017
198,-122.51612903225808,48.61290322580645,0.06244817097928017
199,-122.45161290322581,48.61290322580645,0.06244817097928017
200,-123.48387096774194,48.67741935483871,0.014521392586570658
201,-123.35483870967742,48.67741935483871,0.019373165016010607
202,-123.29032258064515,48.67741935483871,0.022783858562017017
203,-123.16129032258064,48.67741935483871,0.031990165328425205
204,-123.09677419354837,48.67741935483871,0.039769024051369714
205,-123.03225806451613,48.67741935483871,0.04113565842996275
206,-122.96774193548389,48.67741935483871,0.04289172713395982
207,-122.90322580645162,48.67741935483871,0.04520057572564987
208,-122.7741935483871,48.67741935483871,0.048321118296076354
209,-122.70967741935483,48.67741935483871,0.048321118296076354
210,-122.58064516129032,48.67741935483871,0.048321118296076354
211,-122.51612903225808,48.67741935483871,0.048321118296076354
212,-123.61290322580645,48.74193548387097,0.011300143931412468
213,-123.54838709677419,48.74193548387097,0.012758127038296697
214,-123.41935483870967,48.74193548387097,0.016682657541255058
215,-123.35483870967742,48.74193548387097,0.019373165016010607
216,-123.29032258064515,48.74193548387097,0.022067878811072125
217,-123.16129032258064,48.74193548387097,0.031990165328425205
218,-123.09677419354837,48.74193548387097,0.03307454787209249
219,-123.03225806451613,48.74193548387097,0.03444118225068553
220,-122.96774193548389,48.74193548387097,0.03619725095468259
221,-122.90322580645162,48.74193548387097,0.03619725095468259
222,-122.83870967741937,48.74193548387097,0.038506099546372644
223,-122.7741935483871,48.74193548387097,0.038506099546372644
224,-122.70967741935483,48.74193548387097,0.038506099546372644
225,-122.58064516129032,48.74193548387097,0.038506099546372644
226,-122.51612903225808,48.74193548387097,0.038506099546372644
227,-123.54838709677419,48.806451612903224,0.011300143931412468
228,-123.41935483870967,48.806451612903224,0.016682657541255058
229,-123.35483870967742,48.806451612903224,0.0187797785163158
230,-123.22580645161288,48.806451612903224,0.02632682139517616
231,-123.09677419354837,48.806451612903224,0.028286028440327134
232,-123.03225806451613,48.806451612903224,0.029652662818920168
233,-122.96774193548389,48.806451612903224,0.029652662818920168
234,-122.90322580645162,48.806451612903224,0.03140873152291723
235,-122.83870967741937,48.806451612903224,0.03140873152291723
236,-122.7741935483871,48.806451612903224,0.03140873152291723
237,-122.70967741935483,48.806451612903224,0.03140873152291723
238,-123.61290322580645,48.87096774193548,0.010080378225725944
239,-123.41935483870967,48.87096774193548,0.016185393882700485
240,-123.22580645161288,48.87096774193548,0.022783858562017017
241,-123.16129032258064,48.87096774193548,0.0236586830635007
242,-123.09677419354837,48.87096774193548,0.02474306560716799
243,-123.03225806451613,48.87096774193548,0.02474306560716799
244,-122.90322580645162,48.87096774193548,0.026109699985761025
245,-122.83870967741937,48.87096774193548,0.026109699985761025
246,-122.7741935483871,48.87096774193548,0.026109699985761025
247,-122.96774193548389,48.87096774193549,0.026109699985761025
248,-123.6774193548387,48.93548387096774,0.009049312738670648
249,-123.61290322580645,48.93548387096774,0.010080378225725944
250,-123.54838709677419,48.93548387096774,0.011300143931412468
251,-123.41935483870967,48.93548387096774,0.014521392586570658
252,-123.35483870967742,48.93548387096774,0.016682657541255058
253,-123.29032258064515,48.93548387096774,0.019373165016010607
254,-123.22580645161288,48.93548387096774,0.0200891447669555
255,-123.16129032258064,48.93548387096774,0.020963969268439183
256,-123.09677419354837,48.93548387096774,0.020963969268439183
257,-123.03225806451613,48.93548387096774,0.022048351812106473
258,-122.96774193548389,48.93548387096774,0.022048351812106473
259,-122.90322580645162,48.93548387096774,0.022048351812106473
260,-122.83870967741937,48.93548387096774,0.022048351812106473
261,-122.7741935483871,48.93548387096774,0.022048351812106473
262,-123.80645161290325,49,0.007413165704730042
263,-123.74193548387098,49,0.008169720972446462
264,-123.61290322580645,49,0.010080378225725944
265,-123.54838709677419,49,0.011300143931412468
266,-123.41935483870967,49,0.014521392586570658
267,-123.35483870967742,49,0.016682657541255058
268,-123.29032258064515,49,0.01727604404094987
269,-123.22580645161288,49,0.01799202379189476
270,-123.16129032258064,49,0.01799202379189476
271,-123.09677419354837,49,0.018866848293378445
272,-123.03225806451613,49,0.018866848293378445
273,-122.96774193548389,49,0.018866848293378445
274,-122.90322580645162,49,0.018866848293378445
275,-122.83870967741937,49,0.018866848293378445
276,-122.7741935483871,49,0.018866848293378445
277,-123.48387096774194,49.00000000000001,0.012758127038296697
